ID,CheckHP,CheckAtk,CheckDef,CheckWeight,CheckSpeed,CheckIAS,CheckCRT,CheckMLT,CheckMDK,CheckMFE,CheckMWR,CheckMTR,CheckRLT,CheckRDK,CheckRFE,CheckRWR,CheckRTR,CheckBlood,CheckSkillUp,CheckBounsSkill
2553,,V,,,,,V,,V,V,V,V,,,,,,,,
2554,,V,,,,,,V,V,V,V,V,,,,,,,,
2555,,,,,,,V,V,V,V,V,V,,,,,,,,
2556,V,V,,,,,V,,,,,,,,,,,,,
2557,V,V,,,,,,,,,,,V,,,,,,,
2558,V,V,,,,,,,,,,,,V,,,,,,
2559,V,V,,,,,,,,,,,,,V,,,,,
2560,V,V,,,,,,,,,,,,,,V,,,,
2561,V,V,,,,,,,,,,,,,,,V,,,
2562,V,V,,,,,,,,,,,,,,,,V,,
2563,V,,,,,,V,,,,,,V,,,,,,,
2564,V,,,,,,V,,,,,,,V,,,,,,
2565,V,,,,,,V,,,,,,,,V,,,,,
2566,V,,,,,,V,,,,,,,,,V,,,,
2567,V,,,,,,V,,,,,,,,,,V,,,
2568,V,,,,,,V,,,,,,,,,,,V,,
2569,V,,,,,,,,,,,,V,V,,,,,,
2570,V,,,,,,,,,,,,V,,V,,,,,
2571,V,,,,,,,,,,,,V,,,V,,,,
2572,V,,,,,,,,,,,,V,,,,V,,,
2573,V,,,,,,,,,,,,V,,,,,V,,
2574,V,,,,,,,,,,,,,V,V,,,,,
2575,V,,,,,,,,,,,,,V,,V,,,,
2576,V,,,,,,,,,,,,,V,,,V,,,
2577,V,,,,,,,,,,,,,V,,,,V,,
2578,V,,,,,,,,,,,,,,V,V,,,,
2579,V,,,,,,,,,,,,,,V,,V,,,
2580,V,,,,,,,,,,,,,,V,,,V,,
2581,V,,,,,,,,,,,,,,,V,V,,,
2582,V,,,,,,,,,,,,,,,V,,V,,
2583,V,,,,,,,,,,,,,,,,V,V,,
2584,,V,,,,,V,,,,,,V,,,,,,,
2585,,V,,,,,V,,,,,,,V,,,,,,
2586,,V,,,,,V,,,,,,,,V,,,,,
2587,,V,,,,,V,,,,,,,,,V,,,,
2588,,V,,,,,V,,,,,,,,,,V,,,
2589,,V,,,,,V,,,,,,,,,,,V,,
2590,,V,,,,,,,,,,,V,V,,,,,,
2591,,V,,,,,,,,,,,V,,V,,,,,
2592,,V,,,,,,,,,,,V,,,V,,,,
2593,,V,,,,,,,,,,,V,,,,V,,,
2594,,V,,,,,,,,,,,V,,,,,V,,
2595,,V,,,,,,,,,,,,V,V,,,,,
2596,,V,,,,,,,,,,,,V,,V,,,,
2597,,V,,,,,,,,,,,,V,,,V,,,
2598,,V,,,,,,,,,,,,V,,,,V,,
2599,,V,,,,,,,,,,,,,V,V,,,,
2600,,V,,,,,,,,,,,,,V,,V,,,
2601,,V,,,,,,,,,,,,,V,,,V,,
2602,,V,,,,,,,,,,,,,,V,V,,,
2603,,V,,,,,,,,,,,,,,V,,V,,
2604,,V,,,,,,,,,,,,,,,V,V,,
2605,,,,,,,V,,,,,,V,V,,,,,,
2606,,,,,,,V,,,,,,V,,V,,,,,
2607,,,,,,,V,,,,,,V,,,V,,,,
2608,,,,,,,V,,,,,,V,,,,V,,,
2609,,,,,,,V,,,,,,V,,,,,V,,
2610,,,,,,,V,,,,,,,V,V,,,,,
2611,,,,,,,V,,,,,,,V,,V,,,,
2612,,,,,,,V,,,,,,,V,,,V,,,
2613,,,,,,,V,,,,,,,V,,,,V,,
2614,,,,,,,V,,,,,,,,V,V,,,,
2615,,,,,,,V,,,,,,,,V,,V,,,
2616,,,,,,,V,,,,,,,,V,,,V,,
2617,,,,,,,V,,,,,,,,,V,V,,,
2618,,,,,,,V,,,,,,,,,V,,V,,
2619,,,,,,,V,,,,,,,,,,V,V,,
2620,,,,,,,,,,,,,V,V,V,,,,,
2621,,,,,,,,,,,,,V,V,,V,,,,
2622,,,,,,,,,,,,,V,V,,,V,,,
2623,,,,,,,,,,,,,V,V,,,,V,,
2624,,,,,,,,,,,,,V,,V,V,,,,
2625,,,,,,,,,,,,,V,,V,,V,,,
2626,,,,,,,,,,,,,V,,V,,,V,,
2627,,,,,,,,,,,,,V,,,V,V,,,
2628,,,,,,,,,,,,,V,,,V,,V,,
2629,,,,,,,,,,,,,V,,,,V,V,,
2630,,,,,,,,,,,,,,V,V,V,,,,
2631,,,,,,,,,,,,,,V,V,,V,,,
2632,,,,,,,,,,,,,,V,V,,,V,,
2633,,,,,,,,,,,,,,V,,V,V,,,
2634,,,,,,,,,,,,,,V,,V,,V,,
2635,,,,,,,,,,,,,,V,,,V,V,,
2636,,,,,,,,,,,,,,,V,V,V,,,
2637,,,,,,,,,,,,,,,V,V,,V,,
2638,,,,,,,,,,,,,,,V,,V,V,,
2639,,,,,,,,,,,,,,,,V,V,V,,
2640,V,V,,,,,V,,,,,,V,,,,,,,
2641,V,V,,,,,V,,,,,,,V,,,,,,
2642,V,V,,,,,V,,,,,,,,V,,,,,
2643,V,V,,,,,V,,,,,,,,,V,,,,
2644,V,V,,,,,V,,,,,,,,,,V,,,
2645,V,V,,,,,V,,,,,,,,,,,V,,
2646,V,V,,,,,,,,,,,V,V,,,,,,
2647,V,V,,,,,,,,,,,V,,V,,,,,
2648,V,V,,,,,,,,,,,V,,,V,,,,
2649,V,V,,,,,,,,,,,V,,,,V,,,
2650,V,V,,,,,,,,,,,V,,,,,V,,
2651,V,V,,,,,,,,,,,,V,V,,,,,
2652,V,V,,,,,,,,,,,,V,,V,,,,
2653,V,V,,,,,,,,,,,,V,,,V,,,
2654,V,V,,,,,,,,,,,,V,,,,V,,
2655,V,V,,,,,,,,,,,,,V,V,,,,
2656,V,V,,,,,,,,,,,,,V,,V,,,
2657,V,V,,,,,,,,,,,,,V,,,V,,
2658,V,V,,,,,,,,,,,,,,V,V,,,
2659,V,V,,,,,,,,,,,,,,V,,V,,
2660,V,V,,,,,,,,,,,,,,,V,V,,
2661,V,,,,,,V,,,,,,V,V,,,,,,
2662,V,,,,,,V,,,,,,V,,V,,,,,
2663,V,,,,,,V,,,,,,V,,,V,,,,
2664,V,,,,,,V,,,,,,V,,,,V,,,
2665,V,,,,,,V,,,,,,V,,,,,V,,
2666,V,,,,,,V,,,,,,,V,V,,,,,
2667,V,,,,,,V,,,,,,,V,,V,,,,
2668,V,,,,,,V,,,,,,,V,,,V,,,
2669,V,,,,,,V,,,,,,,V,,,,V,,
2670,V,,,,,,V,,,,,,,,V,V,,,,
2671,V,,,,,,V,,,,,,,,V,,V,,,
2672,V,,,,,,V,,,,,,,,V,,,V,,
2673,V,,,,,,V,,,,,,,,,V,V,,,
2674,V,,,,,,V,,,,,,,,,V,,V,,
2675,V,,,,,,V,,,,,,,,,,V,V,,
2676,V,,,,,,,,,,,,V,V,V,,,,,
2677,V,,,,,,,,,,,,V,V,,V,,,,
2678,V,,,,,,,,,,,,V,V,,,V,,,
2679,V,,,,,,,,,,,,V,V,,,,V,,
2680,V,,,,,,,,,,,,V,,V,V,,,,
2681,V,,,,,,,,,,,,V,,V,,V,,,
2682,V,,,,,,,,,,,,V,,V,,,V,,
2683,V,,,,,,,,,,,,V,,,V,V,,,
2684,V,,,,,,,,,,,,V,,,V,,V,,
2685,V,,,,,,,,,,,,V,,,,V,V,,
2686,V,,,,,,,,,,,,,V,V,V,,,,
2687,V,,,,,,,,,,,,,V,V,,V,,,
2688,V,,,,,,,,,,,,,V,V,,,V,,
2689,V,,,,,,,,,,,,,V,,V,V,,,
2690,V,,,,,,,,,,,,,V,,V,,V,,
2691,V,,,,,,,,,,,,,V,,,V,V,,
2692,V,,,,,,,,,,,,,,V,V,V,,,
2693,V,,,,,,,,,,,,,,V,V,,V,,
2694,V,,,,,,,,,,,,,,V,,V,V,,
2695,V,,,,,,,,,,,,,,,V,V,V,,
2696,,V,,,,,V,,,,,,V,V,,,,,,
2697,,V,,,,,V,,,,,,V,,V,,,,,
2698,,V,,,,,V,,,,,,V,,,V,,,,
2699,,V,,,,,V,,,,,,V,,,,V,,,
2700,,V,,,,,V,,,,,,V,,,,,V,,
2701,,V,,,,,V,,,,,,,V,V,,,,,
2702,,V,,,,,V,,,,,,,V,,V,,,,
2703,,V,,,,,V,,,,,,,V,,,V,,,
2704,,V,,,,,V,,,,,,,V,,,,V,,
2705,,V,,,,,V,,,,,,,,V,V,,,,
2706,,V,,,,,V,,,,,,,,V,,V,,,
2707,,V,,,,,V,,,,,,,,V,,,V,,
2708,,V,,,,,V,,,,,,,,,V,V,,,
2709,,V,,,,,V,,,,,,,,,V,,V,,
2710,,V,,,,,V,,,,,,,,,,V,V,,
2711,,V,,,,,,,,,,,V,V,V,,,,,
2712,,V,,,,,,,,,,,V,V,,V,,,,
2713,,V,,,,,,,,,,,V,V,,,V,,,
2714,,V,,,,,,,,,,,V,V,,,,V,,
2715,,V,,,,,,,,,,,V,,V,V,,,,
2716,,V,,,,,,,,,,,V,,V,,V,,,
2717,,V,,,,,,,,,,,V,,V,,,V,,
2718,,V,,,,,,,,,,,V,,,V,V,,,
2719,,V,,,,,,,,,,,V,,,V,,V,,
2720,,V,,,,,,,,,,,V,,,,V,V,,
2721,,V,,,,,,,,,,,,V,V,V,,,,
2722,,V,,,,,,,,,,,,V,V,,V,,,
2723,,V,,,,,,,,,,,,V,V,,,V,,
2724,,V,,,,,,,,,,,,V,,V,V,,,
2725,,V,,,,,,,,,,,,V,,V,,V,,
2726,,V,,,,,,,,,,,,V,,,V,V,,
2727,,V,,,,,,,,,,,,,V,V,V,,,
2728,,V,,,,,,,,,,,,,V,V,,V,,
2729,,V,,,,,,,,,,,,,V,,V,V,,
2730,,V,,,,,,,,,,,,,,V,V,V,,
2731,,,,,,,V,,,,,,V,V,V,,,,,
2732,,,,,,,V,,,,,,V,V,,V,,,,
2733,,,,,,,V,,,,,,V,V,,,V,,,
2734,,,,,,,V,,,,,,V,V,,,,V,,
2735,,,,,,,V,,,,,,V,,V,V,,,,
2736,,,,,,,V,,,,,,V,,V,,V,,,
2737,,,,,,,V,,,,,,V,,V,,,V,,
2738,,,,,,,V,,,,,,V,,,V,V,,,
2739,,,,,,,V,,,,,,V,,,V,,V,,
2740,,,,,,,V,,,,,,V,,,,V,V,,
2741,,,,,,,V,,,,,,,V,V,V,,,,
2742,,,,,,,V,,,,,,,V,V,,V,,,
2743,,,,,,,V,,,,,,,V,V,,,V,,
2744,,,,,,,V,,,,,,,V,,V,V,,,
2745,,,,,,,V,,,,,,,V,,V,,V,,
2746,,,,,,,V,,,,,,,V,,,V,V,,
2747,,,,,,,V,,,,,,,,V,V,V,,,
2748,,,,,,,V,,,,,,,,V,V,,V,,
2749,,,,,,,V,,,,,,,,V,,V,V,,
2750,,,,,,,V,,,,,,,,,V,V,V,,
2751,,,,,,,,,,,,,V,V,V,V,,,,
2752,,,,,,,,,,,,,V,V,V,,V,,,
2753,,,,,,,,,,,,,V,V,V,,,V,,
2754,,,,,,,,,,,,,V,V,,V,V,,,
2755,,,,,,,,,,,,,V,V,,V,,V,,
2756,,,,,,,,,,,,,V,V,,,V,V,,
2757,,,,,,,,,,,,,V,,V,V,V,,,
2758,,,,,,,,,,,,,V,,V,V,,V,,
2759,,,,,,,,,,,,,V,,V,,V,V,,
2760,,,,,,,,,,,,,V,,,V,V,V,,
2761,,,,,,,,,,,,,,V,V,V,V,,,
2762,,,,,,,,,,,,,,V,V,V,,V,,
2763,,,,,,,,,,,,,,V,V,,V,V,,
2764,,,,,,,,,,,,,,V,,V,V,V,,
2765,,,,,,,,,,,,,,,V,V,V,V,,
2766,V,V,,,,,V,,,,,,V,V,,,,,,
2767,V,V,,,,,V,,,,,,V,,V,,,,,
2768,V,V,,,,,V,,,,,,V,,,V,,,,
2769,V,V,,,,,V,,,,,,V,,,,V,,,
2770,V,V,,,,,V,,,,,,V,,,,,V,,
2771,V,V,,,,,V,,,,,,,V,V,,,,,
2772,V,V,,,,,V,,,,,,,V,,V,,,,
2773,V,V,,,,,V,,,,,,,V,,,V,,,
2774,V,V,,,,,V,,,,,,,V,,,,V,,
2775,V,V,,,,,V,,,,,,,,V,V,,,,
2776,V,V,,,,,V,,,,,,,,V,,V,,,
2777,V,V,,,,,V,,,,,,,,V,,,V,,
2778,V,V,,,,,V,,,,,,,,,V,V,,,
2779,V,V,,,,,V,,,,,,,,,V,,V,,
2780,V,V,,,,,V,,,,,,,,,,V,V,,
2781,V,V,,,,,,,,,,,V,V,V,,,,,
2782,V,V,,,,,,,,,,,V,V,,V,,,,
2783,V,V,,,,,,,,,,,V,V,,,V,,,
2784,V,V,,,,,,,,,,,V,V,,,,V,,
2785,V,V,,,,,,,,,,,V,,V,V,,,,
2786,V,V,,,,,,,,,,,V,,V,,V,,,
2787,V,V,,,,,,,,,,,V,,V,,,V,,
2788,V,V,,,,,,,,,,,V,,,V,V,,,
2789,V,V,,,,,,,,,,,V,,,V,,V,,
2790,V,V,,,,,,,,,,,V,,,,V,V,,
2791,V,V,,,,,,,,,,,,V,V,V,,,,
2792,V,V,,,,,,,,,,,,V,V,,V,,,
2793,V,V,,,,,,,,,,,,V,V,,,V,,
2794,V,V,,,,,,,,,,,,V,,V,V,,,
2795,V,V,,,,,,,,,,,,V,,V,,V,,
2796,V,V,,,,,,,,,,,,V,,,V,V,,
2797,V,V,,,,,,,,,,,,,V,V,V,,,
2798,V,V,,,,,,,,,,,,,V,V,,V,,
2799,V,V,,,,,,,,,,,,,V,,V,V,,
2800,V,V,,,,,,,,,,,,,,V,V,V,,
2801,V,,,,,,V,,,,,,V,V,V,,,,,
2802,V,,,,,,V,,,,,,V,V,,V,,,,
2803,V,,,,,,V,,,,,,V,V,,,V,,,
2804,V,,,,,,V,,,,,,V,V,,,,V,,
2805,V,,,,,,V,,,,,,V,,V,V,,,,
2806,V,,,,,,V,,,,,,V,,V,,V,,,
2807,V,,,,,,V,,,,,,V,,V,,,V,,
2808,V,,,,,,V,,,,,,V,,,V,V,,,
2809,V,,,,,,V,,,,,,V,,,V,,V,,
2810,V,,,,,,V,,,,,,V,,,,V,V,,
2811,V,,,,,,V,,,,,,,V,V,V,,,,
2812,V,,,,,,V,,,,,,,V,V,,V,,,
2813,V,,,,,,V,,,,,,,V,V,,,V,,
2814,V,,,,,,V,,,,,,,V,,V,V,,,
2815,V,,,,,,V,,,,,,,V,,V,,V,,
2816,V,,,,,,V,,,,,,,V,,,V,V,,
2817,V,,,,,,V,,,,,,,,V,V,V,,,
2818,V,,,,,,V,,,,,,,,V,V,,V,,
2819,V,,,,,,V,,,,,,,,V,,V,V,,
2820,V,,,,,,V,,,,,,,,,V,V,V,,
2821,V,,,,,,,,,,,,V,V,V,V,,,,
2822,V,,,,,,,,,,,,V,V,V,,V,,,
2823,V,,,,,,,,,,,,V,V,V,,,V,,
2824,V,,,,,,,,,,,,V,V,,V,V,,,
2825,V,,,,,,,,,,,,V,V,,V,,V,,
2826,V,,,,,,,,,,,,V,V,,,V,V,,
2827,V,,,,,,,,,,,,V,,V,V,V,,,
2828,V,,,,,,,,,,,,V,,V,V,,V,,
2829,V,,,,,,,,,,,,V,,V,,V,V,,
2830,V,,,,,,,,,,,,V,,,V,V,V,,
2831,V,,,,,,,,,,,,,V,V,V,V,,,
2832,V,,,,,,,,,,,,,V,V,V,,V,,
2833,V,,,,,,,,,,,,,V,V,,V,V,,
2834,V,,,,,,,,,,,,,V,,V,V,V,,
2835,V,,,,,,,,,,,,,,V,V,V,V,,
2836,,V,,,,,V,,,,,,V,V,V,,,,,
2837,,V,,,,,V,,,,,,V,V,,V,,,,
2838,,V,,,,,V,,,,,,V,V,,,V,,,
2839,,V,,,,,V,,,,,,V,V,,,,V,,
2840,,V,,,,,V,,,,,,V,,V,V,,,,
2841,,V,,,,,V,,,,,,V,,V,,V,,,
2842,,V,,,,,V,,,,,,V,,V,,,V,,
2843,,V,,,,,V,,,,,,V,,,V,V,,,
2844,,V,,,,,V,,,,,,V,,,V,,V,,
2845,,V,,,,,V,,,,,,V,,,,V,V,,
2846,,V,,,,,V,,,,,,,V,V,V,,,,
2847,,V,,,,,V,,,,,,,V,V,,V,,,
2848,,V,,,,,V,,,,,,,V,V,,,V,,
2849,,V,,,,,V,,,,,,,V,,V,V,,,
2850,,V,,,,,V,,,,,,,V,,V,,V,,
2851,,V,,,,,V,,,,,,,V,,,V,V,,
2852,,V,,,,,V,,,,,,,,V,V,V,,,
2853,,V,,,,,V,,,,,,,,V,V,,V,,
2854,,V,,,,,V,,,,,,,,V,,V,V,,
2855,,V,,,,,V,,,,,,,,,V,V,V,,
2856,,V,,,,,,,,,,,V,V,V,V,,,,
2857,,V,,,,,,,,,,,V,V,V,,V,,,
2858,,V,,,,,,,,,,,V,V,V,,,V,,
2859,,V,,,,,,,,,,,V,V,,V,V,,,
2860,,V,,,,,,,,,,,V,V,,V,,V,,
2861,,V,,,,,,,,,,,V,V,,,V,V,,
2862,,V,,,,,,,,,,,V,,V,V,V,,,
2863,,V,,,,,,,,,,,V,,V,V,,V,,
2864,,V,,,,,,,,,,,V,,V,,V,V,,
2865,,V,,,,,,,,,,,V,,,V,V,V,,
2866,,V,,,,,,,,,,,,V,V,V,V,,,
2867,,V,,,,,,,,,,,,V,V,V,,V,,
2868,,V,,,,,,,,,,,,V,V,,V,V,,
2869,,V,,,,,,,,,,,,V,,V,V,V,,
2870,,V,,,,,,,,,,,,,V,V,V,V,,
2871,,,,,,,V,,,,,,V,V,V,V,,,,
2872,,,,,,,V,,,,,,V,V,V,,V,,,
2873,,,,,,,V,,,,,,V,V,V,,,V,,
2874,,,,,,,V,,,,,,V,V,,V,V,,,
2875,,,,,,,V,,,,,,V,V,,V,,V,,
2876,,,,,,,V,,,,,,V,V,,,V,V,,
2877,,,,,,,V,,,,,,V,,V,V,V,,,
2878,,,,,,,V,,,,,,V,,V,V,,V,,
2879,,,,,,,V,,,,,,V,,V,,V,V,,
2880,,,,,,,V,,,,,,V,,,V,V,V,,
2881,,,,,,,V,,,,,,,V,V,V,V,,,
2882,,,,,,,V,,,,,,,V,V,V,,V,,
2883,,,,,,,V,,,,,,,V,V,,V,V,,
2884,,,,,,,V,,,,,,,V,,V,V,V,,
2885,,,,,,,V,,,,,,,,V,V,V,V,,
2886,,,,,,,,,,,,,V,V,V,V,V,,,
2887,,,,,,,,,,,,,V,V,V,V,,V,,
2888,,,,,,,,,,,,,V,V,V,,V,V,,
2889,,,,,,,,,,,,,V,V,,V,V,V,,
2890,,,,,,,,,,,,,V,,V,V,V,V,,
2891,,,,,,,,,,,,,,V,V,V,V,V,,
2892,V,V,,,,,V,,,,,,V,V,V,,,,,
2893,V,V,,,,,V,,,,,,V,V,,V,,,,
2894,V,V,,,,,V,,,,,,V,V,,,V,,,
2895,V,V,,,,,V,,,,,,V,V,,,,V,,
2896,V,V,,,,,V,,,,,,V,,V,V,,,,
2897,V,V,,,,,V,,,,,,V,,V,,V,,,
2898,V,V,,,,,V,,,,,,V,,V,,,V,,
2899,V,V,,,,,V,,,,,,V,,,V,V,,,
2900,V,V,,,,,V,,,,,,V,,,V,,V,,
2901,V,V,,,,,V,,,,,,V,,,,V,V,,
2902,V,V,,,,,V,,,,,,,V,V,V,,,,
2903,V,V,,,,,V,,,,,,,V,V,,V,,,
2904,V,V,,,,,V,,,,,,,V,V,,,V,,
2905,V,V,,,,,V,,,,,,,V,,V,V,,,
2906,V,V,,,,,V,,,,,,,V,,V,,V,,
2907,V,V,,,,,V,,,,,,,V,,,V,V,,
2908,V,V,,,,,V,,,,,,,,V,V,V,,,
2909,V,V,,,,,V,,,,,,,,V,V,,V,,
2910,V,V,,,,,V,,,,,,,,V,,V,V,,
2911,V,V,,,,,V,,,,,,,,,V,V,V,,
2912,V,V,,,,,,,,,,,V,V,V,V,,,,
2913,V,V,,,,,,,,,,,V,V,V,,V,,,
2914,V,V,,,,,,,,,,,V,V,V,,,V,,
2915,V,V,,,,,,,,,,,V,V,,V,V,,,
2916,V,V,,,,,,,,,,,V,V,,V,,V,,
2917,V,V,,,,,,,,,,,V,V,,,V,V,,
2918,V,V,,,,,,,,,,,V,,V,V,V,,,
2919,V,V,,,,,,,,,,,V,,V,V,,V,,
2920,V,V,,,,,,,,,,,V,,V,,V,V,,
2921,V,V,,,,,,,,,,,V,,,V,V,V,,
2922,V,V,,,,,,,,,,,,V,V,V,V,,,
2923,V,V,,,,,,,,,,,,V,V,V,,V,,
2924,V,V,,,,,,,,,,,,V,V,,V,V,,
2925,V,V,,,,,,,,,,,,V,,V,V,V,,
2926,V,V,,,,,,,,,,,,,V,V,V,V,,
2927,V,,,,,,V,,,,,,V,V,V,V,,,,
2928,V,,,,,,V,,,,,,V,V,V,,V,,,
2929,V,,,,,,V,,,,,,V,V,V,,,V,,
2930,V,,,,,,V,,,,,,V,V,,V,V,,,
2931,V,,,,,,V,,,,,,V,V,,V,,V,,
2932,V,,,,,,V,,,,,,V,V,,,V,V,,
2933,V,,,,,,V,,,,,,V,,V,V,V,,,
2934,V,,,,,,V,,,,,,V,,V,V,,V,,
2935,V,,,,,,V,,,,,,V,,V,,V,V,,
2936,V,,,,,,V,,,,,,V,,,V,V,V,,
2937,V,,,,,,V,,,,,,,V,V,V,V,,,
2938,V,,,,,,V,,,,,,,V,V,V,,V,,
2939,V,,,,,,V,,,,,,,V,V,,V,V,,
2940,V,,,,,,V,,,,,,,V,,V,V,V,,
2941,V,,,,,,V,,,,,,,,V,V,V,V,,
2942,V,,,,,,,,,,,,V,V,V,V,V,,,
2943,V,,,,,,,,,,,,V,V,V,V,,V,,
2944,V,,,,,,,,,,,,V,V,V,,V,V,,
2945,V,,,,,,,,,,,,V,V,,V,V,V,,
2946,V,,,,,,,,,,,,V,,V,V,V,V,,
2947,V,,,,,,,,,,,,,V,V,V,V,V,,
2948,,V,,,,,V,,,,,,V,V,V,V,,,,
2949,,V,,,,,V,,,,,,V,V,V,,V,,,
2950,,V,,,,,V,,,,,,V,V,V,,,V,,
2951,,V,,,,,V,,,,,,V,V,,V,V,,,
2952,,V,,,,,V,,,,,,V,V,,V,,V,,
2953,,V,,,,,V,,,,,,V,V,,,V,V,,
2954,,V,,,,,V,,,,,,V,,V,V,V,,,
2955,,V,,,,,V,,,,,,V,,V,V,,V,,
2956,,V,,,,,V,,,,,,V,,V,,V,V,,
2957,,V,,,,,V,,,,,,V,,,V,V,V,,
2958,,V,,,,,V,,,,,,,V,V,V,V,,,
2959,,V,,,,,V,,,,,,,V,V,V,,V,,
2960,,V,,,,,V,,,,,,,V,V,,V,V,,
2961,,V,,,,,V,,,,,,,V,,V,V,V,,
2962,,V,,,,,V,,,,,,,,V,V,V,V,,
2963,,V,,,,,,,,,,,V,V,V,V,V,,,
2964,,V,,,,,,,,,,,V,V,V,V,,V,,
2965,,V,,,,,,,,,,,V,V,V,,V,V,,
2966,,V,,,,,,,,,,,V,V,,V,V,V,,
2967,,V,,,,,,,,,,,V,,V,V,V,V,,
2968,,V,,,,,,,,,,,,V,V,V,V,V,,
2969,,,,,,,V,,,,,,V,V,V,V,V,,,
2970,,,,,,,V,,,,,,V,V,V,V,,V,,
2971,,,,,,,V,,,,,,V,V,V,,V,V,,
2972,,,,,,,V,,,,,,V,V,,V,V,V,,
2973,,,,,,,V,,,,,,V,,V,V,V,V,,
2974,,,,,,,V,,,,,,,V,V,V,V,V,,
2975,,,,,,,,,,,,,V,V,V,V,V,V,,
2976,V,,,,,,,,,,,,,,,,,,,
2977,,,V,,,,,,,,,,,,,,,,,
2978,,,,V,,,,,,,,,,,,,,,,
2979,,,,,,,,,,,,,V,,,,,,,
2980,,,,,,,,,,,,,,V,,,,,,
2981,,,,,,,,,,,,,,,V,,,,,
2982,,,,,,,,,,,,,,,,V,,,,
2983,,,,,,,,,,,,,,,,,V,,,
2984,,,,,,V,,,,,,,,,,,,,,
2985,,,,,V,,,,,,,,,,,,,,,
2986,,V,,,,,,,,,,,,,,,,,,
2987,,,,,,,V,,,,,,,,,,,,,
2988,,,,,,,,V,,,,,,,,,,,,
2989,,,,,,,,,V,,,,,,,,,,,
2990,,,,,,,,,,V,,,,,,,,,,
2991,,,,,,,,,,,V,,,,,,,,,
2992,,,,,,,,,,,,V,,,,,,,,
2993,V,,,,,,,,,,,,,,,,,,,
2994,,V,,,,,,,,,,,,,,,,,,
2995,,,,,,V,,,,,,,,,,,,,,
2996,,,,,,,V,,,,,,,,,,,,,
2997,,,,,,,,V,,,,,,,,,,,,
2998,,,,,,,,,V,,,,,,,,,,,
2999,,,,,,,,,,V,,,,,,,,,,
3000,,,,,,,,,,,V,,,,,,,,,
3001,,,,,,,,,,,,V,,,,,,,,
3002,,,,,,,,,,,,,,,,,,,V,
3003,,,,,,,,,,,,,V,,,,,,,
3004,,,,,,,,,,,,,,V,,,,,,
3005,,,,,,,,,,,,,,,V,,,,,
3006,,,,,,,,,,,,,,,,V,,,,
3007,,,,,,,,,,,,,,,,,V,,,
3008,,,,,,,,,,,,,,,,,,V,,
3009,V,,V,,,,,,,,,,,,,,,,,
3010,V,,,V,,,,,,,,,,,,,,,,
3011,V,,,,,,,V,,,,,,,,,,,,
3012,V,,,,,,,,V,,,,,,,,,,,
3013,V,,,,,,,,,V,,,,,,,,,,
3014,V,,,,,,,,,,V,,,,,,,,,
3015,V,,,,,,,,,,,V,,,,,,,,
3016,V,,,,,,,,,,,,V,,,,,,,
3017,V,,,,,,,,,,,,,V,,,,,,
3018,V,,,,,,,,,,,,,,V,,,,,
3019,V,,,,,,,,,,,,,,,V,,,,
3020,V,,,,,,,,,,,,,,,,V,,,
3021,,,V,V,,,,,,,,,,,,,,,,
3022,,,V,,,,,V,,,,,,,,,,,,
3023,,,V,,,,,,V,,,,,,,,,,,
3024,,,V,,,,,,,V,,,,,,,,,,
3025,,,V,,,,,,,,V,,,,,,,,,
3026,,,V,,,,,,,,,V,,,,,,,,
3027,,,V,,,,,,,,,,V,,,,,,,
3028,,,V,,,,,,,,,,,V,,,,,,
3029,,,V,,,,,,,,,,,,V,,,,,
3030,,,V,,,,,,,,,,,,,V,,,,
3031,,,V,,,,,,,,,,,,,,V,,,
3032,,,,V,,,,V,,,,,,,,,,,,
3033,,,,V,,,,,V,,,,,,,,,,,
3034,,,,V,,,,,,V,,,,,,,,,,
3035,,,,V,,,,,,,V,,,,,,,,,
3036,,,,V,,,,,,,,V,,,,,,,,
3037,,,,V,,,,,,,,,V,,,,,,,
3038,,,,V,,,,,,,,,,V,,,,,,
3039,,,,V,,,,,,,,,,,V,,,,,
3040,,,,V,,,,,,,,,,,,V,,,,
3041,,,,V,,,,,,,,,,,,,V,,,
3042,,,,,,,,V,V,,,,,,,,,,,
3043,,,,,,,,V,,V,,,,,,,,,,
3044,,,,,,,,V,,,V,,,,,,,,,
3045,,,,,,,,V,,,,V,,,,,,,,
3046,,,,,,,,V,,,,,V,,,,,,,
3047,,,,,,,,V,,,,,,V,,,,,,
3048,,,,,,,,V,,,,,,,V,,,,,
3049,,,,,,,,V,,,,,,,,V,,,,
3050,,,,,,,,V,,,,,,,,,V,,,
3051,,,,,,,,,V,V,,,,,,,,,,
3052,,,,,,,,,V,,V,,,,,,,,,
3053,,,,,,,,,V,,,V,,,,,,,,
3054,,,,,,,,,V,,,,V,,,,,,,
3055,,,,,,,,,V,,,,,V,,,,,,
3056,,,,,,,,,V,,,,,,V,,,,,
3057,,,,,,,,,V,,,,,,,V,,,,
3058,,,,,,,,,V,,,,,,,,V,,,
3059,,,,,,,,,,V,V,,,,,,,,,
3060,,,,,,,,,,V,,V,,,,,,,,
3061,,,,,,,,,,V,,,V,,,,,,,
3062,,,,,,,,,,V,,,,V,,,,,,
3063,,,,,,,,,,V,,,,,V,,,,,
3064,,,,,,,,,,V,,,,,,V,,,,
