ID,RoleID,Name,Model,Type,Icon,Animation_Idle,Animation_Hit_1,Animation_Hit_2,Animation_TakeOFF,R18PositionIDs,SFWPositionIDs,Animation_TakeOFF_Idle,TraininRewards,Intimacy,Exp,Description,LockIntimacy,LockItem,Step2LockItem,Step2Rewards,Step2Description,VersionControl
320133,33001,T_TrainingAction_Name_320101,Player/P33_Sex_02_1,Sex,,P33_stand,,,,R01_02_1-R01_02_2-R02_02_1-R02_02_2-R02_02_3-R02_02_4,R01_GYM_02_1-R01_GYM_02_2-R02_GYM_02_1-R02_GYM_02_2-R02_GYM_02_3-R02_GYM_02_4,,320133-308,,,T_TrainingAction_Description_320101,,320133,320133,3201331-308,T_TrainingAction_Description_320101,523-108-56
320134,34001,T_TrainingAction_Name_320101,Player/P34_Sex_02_1,Sex,,P34_stand,,,,R01_02_1-R01_02_2-R02_02_1-R02_02_2-R02_02_3-R02_02_4,R01_GYM_02_1-R01_GYM_02_2-R02_GYM_02_1-R02_GYM_02_2-R02_GYM_02_3-R02_GYM_02_4,,320134-308,,,T_TrainingAction_Description_320101,,320134,320134,3201341-308,T_TrainingAction_Description_320101,525-108-56
320135,35001,T_TrainingAction_Name_320101,Player/P35_Sex_02_1,Sex,,P35_stand,,,,R01_02_1-R01_02_2-R02_02_1-R02_02_2-R02_02_3-R02_02_4,R01_GYM_02_1-R01_GYM_02_2-R02_GYM_02_1-R02_GYM_02_2-R02_GYM_02_3-R02_GYM_02_4,,320135-308,,,T_TrainingAction_Description_320101,,320135,320135,3201351-308,T_TrainingAction_Description_320101,527-108-56
320136,36001,T_TrainingAction_Name_320101,Player/P36_Sex_02_1,Sex,,P36_stand,,,,R01_02_1-R01_02_2-R02_02_1-R02_02_2-R02_02_3-R02_02_4,R01_GYM_02_1-R01_GYM_02_2-R02_GYM_02_1-R02_GYM_02_2-R02_GYM_02_3-R02_GYM_02_4,,320136-308,,,T_TrainingAction_Description_320101,,320136,320136,3201361-308,T_TrainingAction_Description_320101,529-108-56
320137,37001,T_TrainingAction_Name_320101,Player/P37_Sex_02_1,Sex,,P37_stand,,,,R01_02_1-R01_02_2-R02_02_1-R02_02_2-R02_02_3-R02_02_4,R01_GYM_02_1-R01_GYM_02_2-R02_GYM_02_1-R02_GYM_02_2-R02_GYM_02_3-R02_GYM_02_4,,320137-308,,,T_TrainingAction_Description_320101,,320137,320137,3201371-308,T_TrainingAction_Description_320101,531-108-56
320138,38001,T_TrainingAction_Name_320101,Player/P38_Sex_02_1,Sex,,P38_stand,,,,R01_02_1-R01_02_2-R02_02_1-R02_02_2-R02_02_3-R02_02_4,R01_GYM_02_1-R01_GYM_02_2-R02_GYM_02_1-R02_GYM_02_2-R02_GYM_02_3-R02_GYM_02_4,,320138-308,,,T_TrainingAction_Description_320101,,320138,320138,3201381-308,T_TrainingAction_Description_320101,533-108-56
320139,39001,T_TrainingAction_Name_320101,Player/P39_Sex_02_1,Sex,,P39_stand,,,,R01_02_1-R01_02_2-R02_02_1-R02_02_2-R02_02_3-R02_02_4,R01_GYM_02_1-R01_GYM_02_2-R02_GYM_02_1-R02_GYM_02_2-R02_GYM_02_3-R02_GYM_02_4,,320139-308,,,T_TrainingAction_Description_320101,,320139,320139,3201391-308,T_TrainingAction_Description_320101,535-108-56
320140,10040001,T_TrainingAction_Name_320101,Player/P40_Sex_02_1,Sex,,P40_stand,,,,R01_02_1-R01_02_2-R02_02_1-R02_02_2-R02_02_3-R02_02_4,R01_GYM_02_1-R01_GYM_02_2-R02_GYM_02_1-R02_GYM_02_2-R02_GYM_02_3-R02_GYM_02_4,,320140-308,,,T_TrainingAction_Description_320101,,320140,320140,3201401-308,T_TrainingAction_Description_320101,537-108-56
320141,10041001,T_TrainingAction_Name_320101,Player/P41_Sex_02_1,Sex,,P41_stand,,,,R01_02_1-R01_02_2-R02_02_1-R02_02_2-R02_02_3-R02_02_4,R01_GYM_02_1-R01_GYM_02_2-R02_GYM_02_1-R02_GYM_02_2-R02_GYM_02_3-R02_GYM_02_4,,320141-308,,,T_TrainingAction_Description_320101,,320141,320141,3201411-308,T_TrainingAction_Description_320101,539-108-56
320142,10042001,T_TrainingAction_Name_320101,Player/P42_Sex_02_1,Sex,,P42_stand,,,,R01_02_1-R01_02_2-R02_02_1-R02_02_2-R02_02_3-R02_02_4,R01_GYM_02_1-R01_GYM_02_2-R02_GYM_02_1-R02_GYM_02_2-R02_GYM_02_3-R02_GYM_02_4,,320142-308,,,T_TrainingAction_Description_320101,,320142,320142,3201421-308,T_TrainingAction_Description_320101,541-108-56
410001,1001,T_TrainingAction_Name_410001,Player/P01_29_Ani,Marry,,P01_29_loop,,,,R01_M01_1-R02_M01_1-R02_M01_2-R02_M01_3-R02_M01_4,R01_M01_1-R02_M01_1-R02_M01_2-R02_M01_3-R02_M01_4,,,,,,,,,,,
410002,5001,T_TrainingAction_Name_410001,Player/P05_29_Ani,Marry,,P05_29_loop,,,,R01_M01_1-R02_M01_1-R02_M01_2-R02_M01_3-R02_M01_4,R01_M01_1-R02_M01_1-R02_M01_2-R02_M01_3-R02_M01_4,,,,,,,,,,,
410003,7001,T_TrainingAction_Name_410001,Player/P07_29_Ani,Marry,,P07_29_loop,,,,R01_M01_1-R02_M01_1-R02_M01_2-R02_M01_3-R02_M01_4,R01_M01_1-R02_M01_1-R02_M01_2-R02_M01_3-R02_M01_4,,,,,,,,,,,
410004,8001,T_TrainingAction_Name_410001,Player/P08_29_Ani,Marry,,P08_29_loop,,,,R01_M01_1-R02_M01_1-R02_M01_2-R02_M01_3-R02_M01_4,R01_M01_1-R02_M01_1-R02_M01_2-R02_M01_3-R02_M01_4,,,,,,,,,,,
410005,3001,T_TrainingAction_Name_410001,Player/P03_29_Ani,Marry,,P03_29_loop,,,,R01_M01_1-R02_M01_1-R02_M01_2-R02_M01_3-R02_M01_4,R01_M01_1-R02_M01_1-R02_M01_2-R02_M01_3-R02_M01_4,,,,,,,,,,,
410006,2001,T_TrainingAction_Name_410001,Player/P02_29_Ani,Marry,,P02_29_loop,,,,R01_M01_1-R02_M01_1-R02_M01_2-R02_M01_3-R02_M01_4,R01_M01_1-R02_M01_1-R02_M01_2-R02_M01_3-R02_M01_4,,,,,,,,,,,
410007,4001,T_TrainingAction_Name_410001,Player/P04_29_Ani,Marry,,P04_29_loop,,,,R01_M01_1-R02_M01_1-R02_M01_2-R02_M01_3-R02_M01_4,R01_M01_1-R02_M01_1-R02_M01_2-R02_M01_3-R02_M01_4,,,,,,,,,,,
410008,6001,T_TrainingAction_Name_410001,Player/P06_29_Ani,Marry,,P06_29_loop,,,,R01_M01_1-R02_M01_1-R02_M01_2-R02_M01_3-R02_M01_4,R01_M01_1-R02_M01_1-R02_M01_2-R02_M01_3-R02_M01_4,,,,,,,,,,,
410009,9001,T_TrainingAction_Name_410001,Player/P09_29_Ani,Marry,,P09_29_loop,,,,R01_M01_1-R02_M01_1-R02_M01_2-R02_M01_3-R02_M01_4,R01_M01_1-R02_M01_1-R02_M01_2-R02_M01_3-R02_M01_4,,,,,,,,,,,
410010,10001,T_TrainingAction_Name_410001,Player/P10_29_Ani,Marry,,P10_29_loop,,,,R01_M01_1-R02_M01_1-R02_M01_2-R02_M01_3-R02_M01_4,R01_M01_1-R02_M01_1-R02_M01_2-R02_M01_3-R02_M01_4,,,,,,,,,,,
410011,11001,T_TrainingAction_Name_410001,Player/P11_29_Ani,Marry,,P11_29_loop,,,,R01_M01_1-R02_M01_1-R02_M01_2-R02_M01_3-R02_M01_4,R01_M01_1-R02_M01_1-R02_M01_2-R02_M01_3-R02_M01_4,,,,,,,,,,,
410012,12001,T_TrainingAction_Name_410001,Player/P12_29_Ani,Marry,,P12_29_loop,,,,R01_M01_1-R02_M01_1-R02_M01_2-R02_M01_3-R02_M01_4,R01_M01_1-R02_M01_1-R02_M01_2-R02_M01_3-R02_M01_4,,,,,,,,,,,
410013,13001,T_TrainingAction_Name_410001,Player/P13_29_Ani,Marry,,P13_29_loop,,,,R01_M01_1-R02_M01_1-R02_M01_2-R02_M01_3-R02_M01_4,R01_M01_1-R02_M01_1-R02_M01_2-R02_M01_3-R02_M01_4,,,,,,,,,,,
410014,14001,T_TrainingAction_Name_410001,Player/P14_29_Ani,Marry,,P14_29_loop,,,,R01_M01_1-R02_M01_1-R02_M01_2-R02_M01_3-R02_M01_4,R01_M01_1-R02_M01_1-R02_M01_2-R02_M01_3-R02_M01_4,,,,,,,,,,,
410015,15001,T_TrainingAction_Name_410001,Player/P15_29_Ani,Marry,,P15_29_loop,,,,R01_M01_1-R02_M01_1-R02_M01_2-R02_M01_3-R02_M01_4,R01_M01_1-R02_M01_1-R02_M01_2-R02_M01_3-R02_M01_4,,,,,,,,,,,
410016,16001,T_TrainingAction_Name_410001,Player/P16_29_Ani,Marry,,P16_29_loop,,,,R01_M01_1-R02_M01_1-R02_M01_2-R02_M01_3-R02_M01_4,R01_M01_1-R02_M01_1-R02_M01_2-R02_M01_3-R02_M01_4,,,,,,,,,,,
410017,17001,T_TrainingAction_Name_410001,Player/P17_29_Ani,Marry,,P17_29_loop,,,,R01_M01_1-R02_M01_1-R02_M01_2-R02_M01_3-R02_M01_4,R01_M01_1-R02_M01_1-R02_M01_2-R02_M01_3-R02_M01_4,,,,,,,,,,,
410018,18001,T_TrainingAction_Name_410001,Player/P18_29_Ani,Marry,,P18_29_loop,,,,R01_M01_1-R02_M01_1-R02_M01_2-R02_M01_3-R02_M01_4,R01_M01_1-R02_M01_1-R02_M01_2-R02_M01_3-R02_M01_4,,,,,,,,,,,
410019,19001,T_TrainingAction_Name_410001,Player/P19_29_Ani,Marry,,P19_29_loop,,,,R01_M01_1-R02_M01_1-R02_M01_2-R02_M01_3-R02_M01_4,R01_M01_1-R02_M01_1-R02_M01_2-R02_M01_3-R02_M01_4,,,,,,,,,,,
410020,20001,T_TrainingAction_Name_410001,Player/P20_29_Ani,Marry,,P20_29_loop,,,,R01_M01_1-R02_M01_1-R02_M01_2-R02_M01_3-R02_M01_4,R01_M01_1-R02_M01_1-R02_M01_2-R02_M01_3-R02_M01_4,,,,,,,,,,,
410021,21001,T_TrainingAction_Name_410001,Player/P21_29_Ani,Marry,,P21_29_loop,,,,R01_M01_1-R02_M01_1-R02_M01_2-R02_M01_3-R02_M01_4,R01_M01_1-R02_M01_1-R02_M01_2-R02_M01_3-R02_M01_4,,,,,,,,,,,
410022,22001,T_TrainingAction_Name_410001,Player/P22_29_Ani,Marry,,P22_29_loop,,,,R01_M01_1-R02_M01_1-R02_M01_2-R02_M01_3-R02_M01_4,R01_M01_1-R02_M01_1-R02_M01_2-R02_M01_3-R02_M01_4,,,,,,,,,,,
410023,23001,T_TrainingAction_Name_410001,Player/P23_29_Ani,Marry,,P23_29_loop,,,,R01_M01_1-R02_M01_1-R02_M01_2-R02_M01_3-R02_M01_4,R01_M01_1-R02_M01_1-R02_M01_2-R02_M01_3-R02_M01_4,,,,,,,,,,,
410090,90001,T_TrainingAction_Name_410001,Player/P90_29_Ani,Marry,,P90_29_loop,,,,R01_M01_1-R02_M01_1-R02_M01_2-R02_M01_3-R02_M01_4,R01_M01_1-R02_M01_1-R02_M01_2-R02_M01_3-R02_M01_4,,,,,,,,,,,
410091,91001,T_TrainingAction_Name_410001,Player/P91_29_Ani,Marry,,P91_29_loop,,,,R01_M01_1-R02_M01_1-R02_M01_2-R02_M01_3-R02_M01_4,R01_M01_1-R02_M01_1-R02_M01_2-R02_M01_3-R02_M01_4,,,,,,,,,,,
410024,24001,T_TrainingAction_Name_410001,Player/P24_29_Ani,Marry,,P24_29_loop,,,,R01_M01_1-R02_M01_1-R02_M01_2-R02_M01_3-R02_M01_4,R01_M01_1-R02_M01_1-R02_M01_2-R02_M01_3-R02_M01_4,,,,,,,,,,,
410025,25001,T_TrainingAction_Name_410001,Player/P25_29_Ani,Marry,,P25_29_loop,,,,R01_M01_1-R02_M01_1-R02_M01_2-R02_M01_3-R02_M01_4,R01_M01_1-R02_M01_1-R02_M01_2-R02_M01_3-R02_M01_4,,,,,,,,,,,
410026,26001,T_TrainingAction_Name_410001,Player/P26_29_Ani,Marry,,P26_29_loop,,,,R01_M01_1-R02_M01_1-R02_M01_2-R02_M01_3-R02_M01_4,R01_M01_1-R02_M01_1-R02_M01_2-R02_M01_3-R02_M01_4,,,,,,,,,,,
410027,27001,T_TrainingAction_Name_410001,Player/P27_29_Ani,Marry,,P27_29_loop,,,,R01_M01_1-R02_M01_1-R02_M01_2-R02_M01_3-R02_M01_4,R01_M01_1-R02_M01_1-R02_M01_2-R02_M01_3-R02_M01_4,,,,,,,,,,,
410028,28001,T_TrainingAction_Name_410001,Player/P28_29_Ani,Marry,,P28_29_loop,,,,R01_M01_1-R02_M01_1-R02_M01_2-R02_M01_3-R02_M01_4,R01_M01_1-R02_M01_1-R02_M01_2-R02_M01_3-R02_M01_4,,,,,,,,,,,
410029,29001,T_TrainingAction_Name_410001,Player/P29_29_Ani,Marry,,P29_29_loop,,,,R01_M01_1-R02_M01_1-R02_M01_2-R02_M01_3-R02_M01_4,R01_M01_1-R02_M01_1-R02_M01_2-R02_M01_3-R02_M01_4,,,,,,,,,,,
410030,30001,T_TrainingAction_Name_410001,Player/P30_29_Ani,Marry,,P30_29_loop,,,,R01_M01_1-R02_M01_1-R02_M01_2-R02_M01_3-R02_M01_4,R01_M01_1-R02_M01_1-R02_M01_2-R02_M01_3-R02_M01_4,,,,,,,,,,,
410031,31001,T_TrainingAction_Name_410001,Player/P31_29_Ani,Marry,,P31_29_loop,,,,R01_M01_1-R02_M01_1-R02_M01_2-R02_M01_3-R02_M01_4,R01_M01_1-R02_M01_1-R02_M01_2-R02_M01_3-R02_M01_4,,,,,,,,,,,
410032,32001,T_TrainingAction_Name_410001,Player/P32_29_Ani,Marry,,P32_29_loop,,,,R01_M01_1-R02_M01_1-R02_M01_2-R02_M01_3-R02_M01_4,R01_M01_1-R02_M01_1-R02_M01_2-R02_M01_3-R02_M01_4,,,,,,,,,,,
410033,33001,T_TrainingAction_Name_410001,Player/P33_29_Ani,Marry,,P33_29_loop,,,,R01_M01_1-R02_M01_1-R02_M01_2-R02_M01_3-R02_M01_4,R01_M01_1-R02_M01_1-R02_M01_2-R02_M01_3-R02_M01_4,,,,,,,,,,,
410034,34001,T_TrainingAction_Name_410001,Player/P34_29_Ani,Marry,,P34_29_loop,,,,R01_M01_1-R02_M01_1-R02_M01_2-R02_M01_3-R02_M01_4,R01_M01_1-R02_M01_1-R02_M01_2-R02_M01_3-R02_M01_4,,,,,,,,,,,
410035,35001,T_TrainingAction_Name_410001,Player/P35_29_Ani,Marry,,P35_29_loop,,,,R01_M01_1-R02_M01_1-R02_M01_2-R02_M01_3-R02_M01_4,R01_M01_1-R02_M01_1-R02_M01_2-R02_M01_3-R02_M01_4,,,,,,,,,,,
410036,36001,T_TrainingAction_Name_410001,Player/P36_29_Ani,Marry,,P36_29_loop,,,,R01_M01_1-R02_M01_1-R02_M01_2-R02_M01_3-R02_M01_4,R01_M01_1-R02_M01_1-R02_M01_2-R02_M01_3-R02_M01_4,,,,,,,,,,,
410037,37001,T_TrainingAction_Name_410001,Player/P37_29_Ani,Marry,,P37_29_loop,,,,R01_M01_1-R02_M01_1-R02_M01_2-R02_M01_3-R02_M01_4,R01_M01_1-R02_M01_1-R02_M01_2-R02_M01_3-R02_M01_4,,,,,,,,,,,
410038,38001,T_TrainingAction_Name_410001,Player/P38_29_Ani,Marry,,P38_29_loop,,,,R01_M01_1-R02_M01_1-R02_M01_2-R02_M01_3-R02_M01_4,R01_M01_1-R02_M01_1-R02_M01_2-R02_M01_3-R02_M01_4,,,,,,,,,,,
410039,39001,T_TrainingAction_Name_410001,Player/P39_29_Ani,Marry,,P39_29_loop,,,,R01_M01_1-R02_M01_1-R02_M01_2-R02_M01_3-R02_M01_4,R01_M01_1-R02_M01_1-R02_M01_2-R02_M01_3-R02_M01_4,,,,,,,,,,,
410040,10040001,T_TrainingAction_Name_410001,Player/P40_29_Ani,Marry,,P40_29_loop,,,,R01_M01_1-R02_M01_1-R02_M01_2-R02_M01_3-R02_M01_4,R01_M01_1-R02_M01_1-R02_M01_2-R02_M01_3-R02_M01_4,,,,,,,,,,,
410041,10041001,T_TrainingAction_Name_410001,Player/P41_29_Ani,Marry,,P41_29_loop,,,,R01_M01_1-R02_M01_1-R02_M01_2-R02_M01_3-R02_M01_4,R01_M01_1-R02_M01_1-R02_M01_2-R02_M01_3-R02_M01_4,,,,,,,,,,,
410042,10042001,T_TrainingAction_Name_410001,Player/P42_29_Ani,Marry,,P42_29_loop,,,,R01_M01_1-R02_M01_1-R02_M01_2-R02_M01_3-R02_M01_4,R01_M01_1-R02_M01_1-R02_M01_2-R02_M01_3-R02_M01_4,,,,,,,,,,,
