ID,ShowID,Highlight,Role1,RoleMotion1,RoleScale1,RoleColor1,RoleEffects1,Role2,RoleMotion2,RoleScale2,RoleColor2,RoleEffects2,Role3,RoleMotion3,RoleScale3,RoleColor3,RoleEffects3,Sound,Music,DialogImagePerfab,ShowType,Speaker,Dialog,CantSkip,DialogType
P07_h3_19,,1,,,,,,,,,,,,,,,,,,,,,T_Dialog_Dialog_P07_h3_19,,
P07_h3_20,,1,,,,,,,,,,,,,,,,,,,,,T_Dialog_Dialog_P07_h3_20,,
P07_h3_21,,1,,,,,,,,,,,,,,,,player/Player/R18_P07_01/P007_Story_03,,,,T_Dialog_Speaker_P001_3_3,T_Dialog_Dialog_P07_h3_21,,
P07_h3_22,,1,,,,,,,,,,,,,,,,,,,,,T_Dialog_Dialog_P07_h3_22,,
P07_h3_23,,1,,,,,,,,,,,,,,,,player/Player/R18_P07_01/P007_Training_02,,,,T_Dialog_Speaker_P001_3_3,T_Dialog_Dialog_P07_h3_23,,
P07_h3_24,,1,,,,,,,,,,,,,,,,Story_tsutsu_slow,,,,,T_Dialog_Dialog_P07_h3_24,,
P07_h3_25,,1,,,,,,,,,,,,,,,,,,,,T_Dialog_Speaker_P001_3_3,T_Dialog_Dialog_P07_h3_25,,
P07_h3_26,,1,,,,,,,,,,,,,,,,,,,,,T_Dialog_Dialog_P07_h3_26,,
P07_h3_27,,1,,,,,,,,,,,,,,,,,,Icon/Images03_HCG/P007_CG3_03,,,T_Dialog_Dialog_P07_h3_27,,
P07_h3_28,,1,,,,,,,,,,,,,,,,player/Player/R18_P07_01/P007_Story_04-Story_iku_female,,,,T_Dialog_Speaker_P001_3_3,T_Dialog_Dialog_P07_h3_28,,
P07_h3_29,,1,,,,,,,,,,,,,,,,,,,,,T_Dialog_Dialog_P07_h3_29,,
P07_h3_30,,1,,,,,,,,,,,,,,,,,,Icon/Images03_HCG/P007_CG3_04,,,T_Dialog_Dialog_P07_h3_30,,
P07_h3_31,,1,,,,,,,,,,,,,,,,player/Player/R18_P07_01/P007_Story_09,,,,T_Dialog_Speaker_P001_3_3,T_Dialog_Dialog_P007_h1_55,,
P07_h3_32,,1,,,,,,,,,,,,,,,,,,,,T_Dialog_Speaker_P001_1_5,T_Dialog_Dialog_P07_h3_32,,
P07_h3_33,,1,,,,,,,,,,,,,,,,,,,,T_Dialog_Speaker_P001_3_3,T_Dialog_Dialog_P07_h3_33,,
P07_h3_34,,1,,,,,,,,,,,,,,,,,,,,T_Dialog_Speaker_P001_1_5,T_Dialog_Dialog_P07_h3_34,,
P07_h3_35,,1,,,,,,,,,,,,,,,,player/Player/R18_P07_01/P007_general_06,,,,T_Dialog_Speaker_P001_3_3,T_Dialog_Dialog_P004_1_12,,
P07_h3_36,,1,,,,,,,,,,,,,,,,,,,,,T_Dialog_Dialog_P07_h3_36,,
P07_h3_37,,1,,,,,,,,,,,,,,,,,,,,T_Dialog_Speaker_P001_1_5,T_Dialog_Dialog_P07_h3_37,,
P07_h3_38,,1,,,,,,,,,,,,,,,,Story_putin,,,,,T_Dialog_Dialog_P07_h3_38,,
P07_h3_39,,1,,,,,,,,,,,,,,,,player/Player/R18_P07_01/P007_Overhit_02,,Icon/Images03_HCG/P007_CG3_05,,T_Dialog_Speaker_P001_3_3,T_Dialog_Dialog_P07_h3_39,,
P07_h3_40,,1,,,,,,,,,,,,,,,,,,,,T_Dialog_Speaker_P001_1_5,T_Dialog_Dialog_P07_h3_40,,
P07_h3_41,,1,,,,,,,,,,,,,,,,player/Player/R18_P07_01/P007_Story_03,,,,T_Dialog_Speaker_P001_3_3,T_Dialog_Dialog_P07_h3_41,,
P07_h3_42,,1,,,,,,,,,,,,,,,,,,,,,T_Dialog_Dialog_P07_h3_42,,
P07_h3_43,,1,,,,,,,,,,,,,,,,,,,,T_Dialog_Speaker_P001_1_5,T_Dialog_Dialog_P07_h3_43,,
P07_h3_44,,1,,,,,,,,,,,,,,,,,,,,T_Dialog_Speaker_P001_3_3,T_Dialog_Dialog_P07_h3_44,,
P07_h3_45,,1,,,,,,,,,,,,,,,,,,,,,T_Dialog_Dialog_P07_h3_45,,
P07_h3_46,,1,,,,,,,,,,,,,,,,player/Player/R18_P07_01/P007_Story_04-Story_putin,,,,T_Dialog_Speaker_P001_3_3,T_Dialog_Dialog_P07_h3_46,,
P07_h3_47,,1,,,,,,,,,,,,,,,,,,,,T_Dialog_Speaker_P001_1_5,T_Dialog_Dialog_P07_h3_47,,
P07_h3_48,,1,,,,,,,,,,,,,,,,,,,,,T_Dialog_Dialog_P07_h3_48,,
P07_h3_49,,1,,,,,,,,,,,,,,,,player/Player/R18_P07_01/P007_Story_10,,,,T_Dialog_Speaker_P001_3_3,T_Dialog_Dialog_P07_h3_49,,
P07_h3_50,,1,,,,,,,,,,,,,,,,,,,,T_Dialog_Speaker_P001_1_5,T_Dialog_Dialog_P07_h3_50,,
P07_h3_51,,1,,,,,,,,,,,,,,,,,,,,,T_Dialog_Dialog_P07_h3_51,,
P07_h3_52,,1,,,,,,,,,,,,,,,,player/Player/R18_P07_01/P007_Story_05,Story_papa_slow,Icon/Images03_HCG/P007_CG3_07,,T_Dialog_Speaker_P001_3_3,T_Dialog_Dialog_P007_h1_41,,
P07_h3_53,,1,,,,,,,,,,,,,,,,,,,,T_Dialog_Speaker_P001_1_5,T_Dialog_Dialog_P07_h3_53,,
P07_h3_54,,1,,,,,,,,,,,,,,,,player/Player/R18_P07_01/P007_Story_06,,,,T_Dialog_Speaker_P001_3_3,T_Dialog_Dialog_P07_h3_54,,
P07_h3_55,,1,,,,,,,,,,,,,,,,,,,,T_Dialog_Speaker_P001_1_5,T_Dialog_Dialog_P07_h3_55,,
P07_h3_56,,1,,,,,,,,,,,,,,,,,,Icon/Images03_HCG/P007_CG3_05,,,T_Dialog_Dialog_P07_h3_56,,
P07_h3_57,,1,,,,,,,,,,,,,,,,,,,,,T_Dialog_Dialog_P07_h3_57,,
P07_h3_58,,1,,,,,,,,,,,,,,,,player/Player/R18_P07_01/P007_Story_07,Story_papa_fast,,,T_Dialog_Speaker_P001_3_3,T_Dialog_Dialog_P07_h3_58,,
P07_h3_59,,1,,,,,,,,,,,,,,,,,,,,,T_Dialog_Dialog_P07_h3_59,,
P07_h3_60,,1,,,,,,,,,,,P000_FX_White,,,,,player/Player/R18_P07_01/P007_Story_08-Story_iku_male,BGM00,Icon/Images03_HCG/P007_CG3_06,,T_Dialog_Speaker_P001_3_3,T_Dialog_Dialog_P07_h3_60,,
P07_h3_61,,1,,,,,,,,,,,no,,,,,,,,,,T_Dialog_Dialog_P07_h3_61,,
P07_h3_62,,1,,,,,,,,,,,,,,,,player/Player/R18_P07_01/P007_Story_09,,,,T_Dialog_Speaker_P001_3_3,T_Dialog_Dialog_P07_h3_62,,
P07_h3_63,,1,,,,,,,,,,,,,,,,,,,,,T_Dialog_Dialog_P07_h3_63,,
P07_h3_64,,1,,,,,,,,,,,,,,,,,,,,T_Dialog_Speaker_P001_1_5,T_Dialog_Dialog_P07_h3_64,,
P07_h3_65,,1,,,,,,,,,,,,,,,,,,,,T_Dialog_Speaker_P001_3_3,T_Dialog_Dialog_P07_h3_65,,
P08_h3_1,P08_h3,,,,,,,,,,,,,,,,,,BGM00,Icon/Images01_BG/S004,,T_Dialog_Speaker_P001_1_5,T_Dialog_Dialog_P08_h3_1,,
P08_h3_2,,,,,,,,,,,,,,,,,,,,,,T_Dialog_Speaker_P001_1_14,T_Dialog_Dialog_P08_h3_2,,
P08_h3_3,,,,,,,,,,,,,,,,,,,,,,T_Dialog_Speaker_P001_1_5,T_Dialog_Dialog_P08_h3_3,,
P08_h3_4,,,,,,,,,,,,,,,,,,,,,,T_Dialog_Speaker_P001_1_14,T_Dialog_Dialog_P002_1_17,,
P08_h3_5,,1,,,,,,,,,,,,,,,,,BGM00,Icon/Images01_BG/S004,,,T_Dialog_Dialog_P08_h3_5,,
P08_h3_6,,1,,,,,,,,,,,,,,,,,,,,T_Dialog_Speaker_P001_1_5,T_Dialog_Dialog_P08_h3_6,,
P08_h3_7,,1,,,,,,,,,,,,,,,,player/Player/R18_P08_01/P008_Story_02,,,,T_Dialog_Speaker_P001_3_9,T_Dialog_Dialog_P008_h1_23,,
P08_h3_8,,1,,,,,,,,,,,,,,,,,,,,,T_Dialog_Dialog_P08_h3_8,,
P08_h3_9,,1,,,,,,,,,,,,,,,,,,Icon/Images03_HCG/P008_CG3_01,,,T_Dialog_Dialog_P08_h3_9,,
P08_h3_10,,1,,,,,,,,,,,,,,,,,,,,,T_Dialog_Dialog_P08_h3_10,,
P08_h3_11,,1,,,,,,,,,,,,,,,,,,,,,T_Dialog_Dialog_P08_h3_11,,
P08_h3_12,,1,,,,,,,,,,,,,,,,,,,,T_Dialog_Speaker_P001_1_5,T_Dialog_Dialog_P08_h3_12,,
P08_h3_13,,1,,,,,,,,,,,,,,,,,,,,T_Dialog_Speaker_P001_1_14,T_Dialog_Dialog_P08_h3_13,,
P08_h3_14,,1,,,,,,,,,,,,,,,,,,,,T_Dialog_Speaker_P001_1_5,T_Dialog_Dialog_P08_h3_14,,
P08_h3_15,,1,,,,,,,,,,,,,,,,,,,,,T_Dialog_Dialog_P08_h3_15,,
P08_h3_16,,1,,,,,,,,,,,,,,,,,,,,,T_Dialog_Dialog_P08_h3_16,,
P08_h3_17,,1,,,,,,,,,,,,,,,,player/Player/R18_P08_01/P008_Story_04-Story_papa_slow,,,,T_Dialog_Speaker_P001_3_9,T_Dialog_Dialog_P008_h1_43,,
P08_h3_18,,1,,,,,,,,,,,,,,,,,,,,,T_Dialog_Dialog_P08_h3_18,,
P08_h3_19,,1,,,,,,,,,,,,,,,,,,,,,T_Dialog_Dialog_P08_h3_19,,
P08_h3_20,,1,,,,,,,,,,,,,,,,,,,,,T_Dialog_Dialog_P08_h3_20,,
P08_h3_21,,1,,,,,,,,,,,,,,,,player/Player/R18_P08_01/P008_Overhit_02,,,,T_Dialog_Speaker_P001_3_9,T_Dialog_Dialog_P08_h3_21,,
P08_h3_22,,1,,,,,,,,,,,,,,,,,,,,,T_Dialog_Dialog_P08_h3_22,,
P08_h3_23,,1,,,,,,,,,,,,,,,,player/Player/R18_P08_01/P008_Break_02,,,,T_Dialog_Speaker_P001_3_9,T_Dialog_Dialog_P08_h3_23,,
P08_h3_24,,1,,,,,,,,,,,,,,,,,,,,,T_Dialog_Dialog_P08_h3_24,,
P08_h3_25,,1,,,,,,,,,,,,,,,,,,,,,T_Dialog_Dialog_P08_h3_25,,
P08_h3_26,,1,,,,,,,,,,,,,,,,,,,,,T_Dialog_Dialog_P08_h3_26,,
P08_h3_27,,1,,,,,,,,,,,,,,,,,,,,,T_Dialog_Dialog_P08_h3_27,,
P08_h3_28,,1,,,,,,,,,,,,,,,,player/Player/R18_P08_01/P008_Story_03,Story_papa_slow,Icon/Images03_HCG/P008_CG3_03,,T_Dialog_Speaker_P001_3_9,T_Dialog_Dialog_P008_h1_28,,
P08_h3_29,,1,,,,,,,,,,,,,,,,,,,,T_Dialog_Speaker_P001_3_9,T_Dialog_Dialog_P08_h3_29,,
P08_h3_30,,1,,,,,,,,,,,,,,,,,,,,,T_Dialog_Dialog_P08_h3_30,,
P08_h3_31,,1,,,,,,,,,,,,,,,,,,,,,T_Dialog_Dialog_P08_h3_31,,
P08_h3_32,,1,,,,,,,,,,,,,,,,,BGM00,,,T_Dialog_Speaker_P001_1_5,T_Dialog_Dialog_P08_h3_32,,
P08_h3_33,,1,,,,,,,,,,,,,,,,,,,,,T_Dialog_Dialog_P08_h3_33,,
P08_h3_34,,1,,,,,,,,,,,,,,,,player/Player/R18_P08_01/P008_Story_05,Story_papa_slow,,,T_Dialog_Speaker_P001_3_9,T_Dialog_Dialog_P08_h3_34,,
P08_h3_35,,1,,,,,,,,,,,,,,,,,,,,,T_Dialog_Dialog_P08_h3_35,,
P08_h3_36,,1,,,,,,,,,,,,,,,,,,,,,T_Dialog_Dialog_P08_h3_36,,
P08_h3_37,,1,,,,,,,,,,,,,,,,,BGM00,,,,T_Dialog_Dialog_P08_h3_37,,
P08_h3_38,,1,,,,,,,,,,,,,,,,,,,,T_Dialog_Speaker_P004_1_1,T_Dialog_Dialog_P004_3_30,,
P08_h3_39,,1,,,,,,,,,,,,,,,,,,,,T_Dialog_Speaker_P001_1_5,T_Dialog_Dialog_P08_h3_39,,
P08_h3_40,,1,,,,,,,,,,,,,,,,,,,,T_Dialog_Speaker_P004_1_1,T_Dialog_Dialog_P08_h3_40,,
P08_h3_41,,1,,,,,,,,,,,,,,,,,,,,T_Dialog_Speaker_P001_1_5,T_Dialog_Dialog_P08_h3_41,,
P08_h3_42,,1,,,,,,,,,,,,,,,,,,,,,T_Dialog_Dialog_P08_h3_42,,
P08_h3_43,,1,,,,,,,,,,,,,,,,,,,,T_Dialog_Speaker_P004_1_1,T_Dialog_Dialog_P08_h3_43,,
P08_h3_44,,1,,,,,,,,,,,,,,,,,,,,,T_Dialog_Dialog_P08_h3_44,,
P08_h3_45,,1,,,,,,,,,,,,,,,,player/Player/R18_P08_01/P008_Training_02,,Icon/Images03_HCG/P008_CG3_02,,T_Dialog_Speaker_P001_3_9,T_Dialog_Dialog_P08_h3_45,,
P08_h3_46,,1,,,,,,,,,,,,,,,,Story_putin,,,,,T_Dialog_Dialog_P08_h3_46,,
P08_h3_47,,1,,,,,,,,,,,,,,,,,,,,T_Dialog_Speaker_P001_3_9,T_Dialog_Dialog_P008_h1_23,,
P08_h3_48,,1,,,,,,,,,,,,,,,,,,,,,T_Dialog_Dialog_P08_h3_48,,
P08_h3_49,,1,,,,,,,,,,,,,,,,player/Player/R18_P08_01/P008_Story_09,Story_papa_slow,Icon/Images03_HCG/P008_CG3_03,,T_Dialog_Speaker_P001_3_9,T_Dialog_Dialog_P08_h3_49,,
P08_h3_50,,1,,,,,,,,,,,,,,,,,,,,,T_Dialog_Dialog_P08_h3_50,,
P08_h3_51,,1,,,,,,,,,,,,,,,,,,,,,T_Dialog_Dialog_P08_h3_51,,
P08_h3_52,,1,,,,,,,,,,,,,,,,player/Player/R18_P08_01/P008_Story_06,,,,T_Dialog_Speaker_P001_3_9,T_Dialog_Dialog_P008_h1_49,,
P08_h3_53,,1,,,,,,,,,,,,,,,,,,,,,T_Dialog_Dialog_P08_h3_53,,
P08_h3_54,,1,,,,,,,,,,,,,,,,,,,,T_Dialog_Speaker_P001_1_5,T_Dialog_Dialog_P08_h3_54,,
P08_h3_55,,1,,,,,,,,,,,,,,,,player/Player/R18_P08_01/P008_Story_10,,Icon/Images03_HCG/P008_CG3_05,,T_Dialog_Speaker_P001_3_9,T_Dialog_Dialog_P08_h3_55,,
P08_h3_56,,1,,,,,,,,,,,,,,,,,Story_papa_fast,,,,T_Dialog_Dialog_P08_h3_56,,
P08_h3_57,,1,,,,,,,,,,,P000_FX_White,,,,,player/Player/R18_P08_01/P008_Story_07-Story_iku_male,BGM00,Icon/Images03_HCG/P008_CG3_04,,T_Dialog_Speaker_P001_3_9,T_Dialog_Dialog_P008_h1_56,,
P08_h3_58,,1,,,,,,,,,,,no,,,,,,,,,,T_Dialog_Dialog_P08_h3_58,,
P08_h3_59,,1,,,,,,,,,,,,,,,,,,,,,T_Dialog_Dialog_P08_h3_59,,
P08_h3_60,,1,,,,,,,,,,,,,,,,,,,,T_Dialog_Speaker_P001_1_5,T_Dialog_Dialog_P08_h3_60,,
P08_h3_61,,1,,,,,,,,,,,,,,,,,,,,,T_Dialog_Dialog_P08_h3_61,,
P08_h3_62,,1,,,,,,,,,,,,,,,,player/Player/R18_P08_01/P008_Story_08,,,,T_Dialog_Speaker_P001_3_9,T_Dialog_Dialog_P08_h3_62,,
P09_h3_1,P09_h3,,,,,,,,,,,,,,,,,,BGM00,Icon/Images01_BG/S005,,,T_Dialog_Dialog_P09_h3_1,,
P09_h3_2,,,,,,,,,,,,,,,,,,,,,,T_Dialog_Speaker_P001_1_5,T_Dialog_Dialog_P09_h3_2,,
P09_h3_3,,,,,,,,,,,,,,,,,,,,,,T_Dialog_Speaker_P001_1_14,T_Dialog_Dialog_P09_h3_3,,
P09_h3_4,,,,,,,,,,,,,,,,,,,,,,T_Dialog_Speaker_P001_1_5,T_Dialog_Dialog_P09_h3_4,,
P09_h3_5,,,,,,,,,,,,,P009_000,up,,#FFFFFFFF,,,,,,,T_Dialog_Dialog_P09_h3_5,,
P09_h3_6,,,,,,,,,,,,,P009_000_Think,normal,,,,,,,,T_Dialog_Speaker_P002_N_1_23,T_Dialog_Dialog_P09_h3_6,,
P09_h3_7,,,,,,,,,,,,,P009_000,,,,,player/Player/R18_P09_01/P009_general_04,,,,T_Dialog_Speaker_P002_N_1_23,T_Dialog_Dialog_P09_h3_7,,
P09_h3_8,,,,,,,,,,,,,,,,#8e8e8eFF,,,,,,,T_Dialog_Dialog_P09_h3_8,,
P09_h3_9,,,,,,,,,,,,,P009_000_Surprise,,,#FFFFFFFF,,player/Player/R18_P09_01/P009_Overhit_03,,,,T_Dialog_Speaker_P002_N_1_23,T_Dialog_Dialog_P09_h3_9,,
P09_h3_10,,,,,,,,,,,,,P009_000_Sad,,,,,,,,,T_Dialog_Speaker_P002_N_1_23,T_Dialog_Dialog_P09_h3_10,,
P09_h3_11,,,,,,,,,,,,,,,,#8e8e8eFF,,,,,,,T_Dialog_Dialog_P09_h3_11,,
P09_h3_12,,,,,,,,,,,,,P009_000_Surprise,Shake,,#FFFFFFFF,,,,,,T_Dialog_Speaker_P002_N_1_23,T_Dialog_Dialog_P09_h3_12,,
P09_h3_13,,,,,,,,,,,,,,,,#8e8e8eFF,,,,,,,T_Dialog_Dialog_P09_h3_13,,
P09_h3_14,,,,,,,,,,,,,,,,,,,,,,T_Dialog_Speaker_P001_1_5,T_Dialog_Dialog_P09_h3_14,,
P09_h3_15,,,,,,,,,,,,,P009_000_Think,,,#FFFFFFFF,,player/Player/R18_P09_01/P009_Hit_01,,,,T_Dialog_Speaker_P002_N_1_23,T_Dialog_Dialog_P09_h3_15,,
P09_h3_16,,,,,,,,,,,,,,,,#8e8e8eFF,,,,,,,T_Dialog_Dialog_P09_h3_16,,
P09_h3_17,,,,,,,,,,,,,,,,#8e8e8eFF,,,,,,T_Dialog_Speaker_P001_1_5,T_Dialog_Dialog_P09_h3_17,,
P09_h3_18,,,,,,,,,,,,,P009_000_Surprise,,,#FFFFFFFF,,player/Player/R18_P09_01/P009_Overhit_01,,,,T_Dialog_Speaker_P002_N_1_23,T_Dialog_Dialog_P09_h3_18,,
P09_h3_19,,,,,,,,,,,,,no,,,,,,,,,,T_Dialog_Dialog_P09_h3_19,,
P09_h3_20,,1,,,,,,,,,,,,,,,,,BGM00,Icon/Images03_HCG/P009_CG3_01,,,T_Dialog_Dialog_P09_h3_20,,
P09_h3_21,,1,,,,,,,,,,,,,,,,,,,,T_Dialog_Speaker_P002_N_1_23,T_Dialog_Dialog_P09_h3_21,,
P09_h3_22,,1,,,,,,,,,,,,,,,,,,,,T_Dialog_Speaker_P001_1_5,T_Dialog_Dialog_P09_h3_22,,
P09_h3_23,,1,,,,,,,,,,,,,,,,,,,,T_Dialog_Speaker_P001_1_5,T_Dialog_Dialog_P09_h3_23,,
P09_h3_24,,1,,,,,,,,,,,,,,,,player/Player/R18_P09_01/P009_Training_02,,,,T_Dialog_Speaker_P002_N_1_23,T_Dialog_Dialog_P09_h3_24,,
P09_h3_25,,1,,,,,,,,,,,,,,,,,,,,T_Dialog_Speaker_P001_1_5,T_Dialog_Dialog_P09_h3_25,,
P09_h3_26,,1,,,,,,,,,,,,,,,,,,,,,T_Dialog_Dialog_P09_h3_26,,
P09_h3_27,,1,,,,,,,,,,,,,,,,player/Player/R18_P09_01/P009_Overhit_01,,,,T_Dialog_Speaker_P002_N_1_23,T_Dialog_Dialog_P008_1_8,,
P09_h3_28,,1,,,,,,,,,,,,,,,,,,,,,T_Dialog_Dialog_P09_h3_28,,
P09_h3_29,,1,,,,,,,,,,,,,,,,,,,,T_Dialog_Speaker_P001_1_5,T_Dialog_Dialog_P09_h3_29,,
P09_h3_30,,1,,,,,,,,,,,,,,,,player/Player/R18_P09_01/P009_Story_01,,,,T_Dialog_Speaker_P002_N_1_23,T_Dialog_Dialog_P09_h3_30,,
P09_h3_31,,1,,,,,,,,,,,,,,,,,,,,T_Dialog_Speaker_P001_1_5,T_Dialog_Dialog_P09_h3_31,,
P09_h3_32,,1,,,,,,,,,,,,,,,,,Story_tsutsu_slow,,,,T_Dialog_Dialog_P09_h3_32,,
P09_h3_33,,1,,,,,,,,,,,,,,,,,,,,,T_Dialog_Dialog_P09_h3_33,,
P09_h3_34,,1,,,,,,,,,,,,,,,,player/Player/R18_P09_01/P009_Story_02,,Icon/Images03_HCG/P009_CG3_02,,T_Dialog_Speaker_P002_N_1_23,T_Dialog_Dialog_P009_h2_28,,
P09_h3_35,,1,,,,,,,,,,,,,,,,,BGM00,,,,T_Dialog_Dialog_P09_h3_35,,
P09_h3_36,,1,,,,,,,,,,,,,,,,,,,,,T_Dialog_Dialog_P09_h3_36,,
P09_h3_37,,1,,,,,,,,,,,,,,,,,,,,T_Dialog_Speaker_P002_N_1_23,T_Dialog_Dialog_P09_h3_37,,
P09_h3_38,,1,,,,,,,,,,,,,,,,player/Player/R18_P09_01/P009_Break_01-Story_iku_female,,Icon/Images03_HCG/P009_CG3_03,,T_Dialog_Speaker_P002_N_1_23,T_Dialog_Dialog_P001_h2_40,,
P09_h3_39,,1,,,,,,,,,,,,,,,,,,,,,T_Dialog_Dialog_P09_h3_39,,
P09_h3_40,,1,,,,,,,,,,,,,,,,player/Player/R18_P09_01/P009_Break_02,,,,T_Dialog_Speaker_P002_N_1_23,T_Dialog_Dialog_P09_h3_40,,
P09_h3_41,,1,,,,,,,,,,,,,,,,,,,,,T_Dialog_Dialog_P09_h3_41,,
P09_h3_42,,1,,,,,,,,,,,,,,,,,,,,T_Dialog_Speaker_P001_1_5,T_Dialog_Dialog_P09_h3_42,,
P09_h3_43,,1,,,,,,,,,,,,,,,,,,,,,T_Dialog_Dialog_P09_h3_43,,
P09_h3_44,,1,,,,,,,,,,,,,,,,,,,,,T_Dialog_Dialog_P09_h3_44,,
P09_h3_45,,1,,,,,,,,,,,,,,,,player/Player/R18_P09_01/P009_Story_07-Story_putin,,Icon/Images03_HCG/P009_CG3_04,,T_Dialog_Speaker_P002_N_1_23,T_Dialog_Dialog_P09_h3_45,,
P09_h3_46,,1,,,,,,,,,,,,,,,,,,,,,T_Dialog_Dialog_P09_h3_46,,
P09_h3_47,,1,,,,,,,,,,,,,,,,,,,,,T_Dialog_Dialog_P09_h3_47,,
P09_h3_48,,1,,,,,,,,,,,,,,,,,,,,T_Dialog_Speaker_P001_1_5,T_Dialog_Dialog_P09_h3_48,,
P09_h3_49,,1,,,,,,,,,,,,,,,,,,,,T_Dialog_Speaker_P002_N_1_23,T_Dialog_Dialog_P09_h3_49,,
P09_h3_50,,1,,,,,,,,,,,,,,,,,,,,T_Dialog_Speaker_P001_1_5,T_Dialog_Dialog_P09_h3_50,,
P09_h3_51,,1,,,,,,,,,,,,,,,,Story_papa_slow,,,,,T_Dialog_Dialog_P09_h3_51,,
P09_h3_52,,1,,,,,,,,,,,,,,,,player/Player/R18_P09_01/P009_Story_10,,Icon/Images03_HCG/P009_CG3_06,,T_Dialog_Speaker_P002_N_1_23,T_Dialog_Dialog_P009_h2_48,,
P09_h3_53,,1,,,,,,,,,,,,,,,,,,,,,T_Dialog_Dialog_P09_h3_53,,
P09_h3_54,,1,,,,,,,,,,,,,,,,,,,,,T_Dialog_Dialog_P09_h3_54,,
P09_h3_55,,1,,,,,,,,,,,,,,,,,,,,,T_Dialog_Dialog_P09_h3_55,,
P09_h3_56,,1,,,,,,,,,,,,,,,,player/Player/R18_P09_01/P009_Story_09,Story_papa_slow,,,T_Dialog_Speaker_P002_N_1_23,T_Dialog_Dialog_P009_h2_44,,
P09_h3_57,,1,,,,,,,,,,,,,,,,,,Icon/Images03_HCG/P009_CG3_04,,,T_Dialog_Dialog_P09_h3_57,,
P09_h3_58,,1,,,,,,,,,,,,,,,,,,,,,T_Dialog_Dialog_P09_h3_58,,
P09_h3_59,,1,,,,,,,,,,,,,,,,player/Player/R18_P09_01/P009_Story_13,Story_papa_fast,,,T_Dialog_Speaker_P002_N_1_23,T_Dialog_Dialog_P009_h2_55,,
P09_h3_60,,1,,,,,,,,,,,,,,,,,BGM00,,,,T_Dialog_Dialog_P09_h3_60,,
P09_h3_61,,1,,,,,,,,,,,P000_FX_White,,,,,player/Player/R18_P09_01/P009_Story_14-Story_iku_male,,Icon/Images03_HCG/P009_CG3_05,,T_Dialog_Speaker_P002_N_1_23,T_Dialog_Dialog_P008_h2_57,,
P09_h3_62,,1,,,,,,,,,,,no,,,,,,,,,,T_Dialog_Dialog_P09_h3_62,,
P09_h3_63,,1,,,,,,,,,,,,,,,,player/Player/R18_P09_01/P009_Story_15,,Icon/Images03_HCG/P009_CG3_06,,T_Dialog_Speaker_P002_N_1_23,T_Dialog_Dialog_P003_h1_67,,
P09_h3_64,,,,,,,,,,,,,,,,,,,,,,,T_Dialog_Dialog_P09_h3_64,,
P09_h3_65,,,,,,,,,,,,,,,,,,,,,,,T_Dialog_Dialog_P09_h3_65,,
P09_h3_66,,,,,,,,,,,,,,,,,,,,,,T_Dialog_Speaker_P001_1_5,T_Dialog_Dialog_P09_h3_66,,
P09_h3_67,,,,,,,,,,,,,,,,,,,,,,T_Dialog_Speaker_P002_N_1_23,T_Dialog_Dialog_P001_3_27,,
P10_h3_1,P10_h3,,,,,,,,,,,,P010_000,,,#FFFFFFFF,,player/Player/R18_P10_01/P010_general_01,BGM00,Icon/Images01_BG/S015,,T_Dialog_Speaker_P003_N_1_11,T_Dialog_Dialog_P010_N_3_1,,
P10_h3_2,,,,,,,,,,,,,,,,#8e8e8eFF,,,,,,T_Dialog_Speaker_P001_1_5,T_Dialog_Dialog_P010_N_3_2,,
P10_h3_3,,,,,,,,,,,,,,,,#FFFFFFFF,,player/Player/R18_P10_01/P010_general_02,,,,T_Dialog_Speaker_P003_N_1_11,T_Dialog_Dialog_P010_N_3_3,,
P10_h3_4,,,,,,,,,,,,,P010_000_Laugh,,,#FFFFFFFF,,player/Player/R18_P10_01/P010_Victory_01,,,,T_Dialog_Speaker_P003_N_1_11,T_Dialog_Dialog_P010_N_3_4,,
P10_h3_5,,,,,,,,,,,,,,,,,,,,,,,T_Dialog_Dialog_P010_N_3_5,,
P10_h3_6,,,,,,,,,,,,,,,,,,,,,,,T_Dialog_Dialog_P010_N_3_6,,
P10_h3_7,,,,,,,,,,,,,,,,#8e8e8eFF,,,,,,T_Dialog_Speaker_P001_1_5,T_Dialog_Dialog_P010_N_3_7,,
P10_h3_8,,,,,,,,,,,,,P010_000,,,#FFFFFFFF,,player/Player/R18_P10_01/P010_Gift_01,,,,T_Dialog_Speaker_P003_N_1_11,T_Dialog_Dialog_P010_N_3_8,,
P10_h3_9,,,,,,,,,,,,,no,,,,,,,,,,T_Dialog_Dialog_P010_N_3_9,,
P10_h3_10,,,,,,,,,,,,,P010_000_Laugh,,,#FFFFFFFF,,,,,,T_Dialog_Speaker_P003_N_1_11,T_Dialog_Dialog_P010_N_3_10,,
P10_h3_11,,,,,,,,,,,,,,,,#8e8e8eFF,,,,,,T_Dialog_Speaker_P001_1_5,T_Dialog_Dialog_P010_N_3_11,,
P10_h3_12,,,,,,,,,,,,,,,,#FFFFFFFF,,player/Player/R18_P10_01/P010_general_04,,,,T_Dialog_Speaker_P003_N_1_11,T_Dialog_Dialog_P010_N_3_12,,
P10_h3_13,,,,,,,,,,,,,no,,,,,,,,,,T_Dialog_Dialog_P010_N_3_13,,
